Title,Key,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Release Date
Trois Couleurs - Rouge,8723,"Drama, Mystery, Romance","Romantic Dramas,Dramas,International Movies,French Films,Romantic Films,Classic Dramas,Classic Films,International Dramas,French Dramas",French,Movie,4.7,R,8.1,100.0,100.0,1994-11-23
Trollhunter,8724,"Drama, Fantasy, Horror, Sci-Fi, Thriller","Horror Films,Scandinavian Films,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Creature Features,Fantasy,International Movies,International Sci-Fi & Fantasy,International Action & Adventure,Teen Screams,Monster Films,Action & Adventure,Norwegian Films","Norwegian, English",Movie,3.5,PG-13,7.0,81.0,61.0,2010-10-29
Trolls,8726,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Kids Music,Family Features,Family Comedies,Films for ages 5 to 7,Family Adventures,Comedies,Rock & Pop,Family Feature Animation,Musicals,Films for ages 8 to 10,Children & Family Films,Music & Musicals",English,Movie,3.2,PG,6.5,75.0,55.0,2016-11-04
Trolls World Tour,8727,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Children & Family Movies,Comedies,Musicals,Family Features,Kids Music,Family Comedies,Music & Musicals,US Movies",English,Movie,3.0,PG,6.1,70.0,51.0,2020-04-10
Trophy,8728,Documentary,"Documentaries,Social & Cultural Documentaries,British Films,Science & Nature Documentaries,Nature & Ecology Documentaries,Documentary Films",English,Movie,8.8,Not Rated,7.3,96.0,80.0,2017-09-08
Trouble with the Curve,8729,"Drama, Sport","Dramas,Sports Dramas,Sports Films,US Movies",English,Movie,2.9,PG-13,6.8,51.0,58.0,2012-09-21
Troy,8730,"Drama, History","Romantic TV Shows,TV Shows,TV Dramas,British TV Shows,TV Action & Adventure,Historical TV Shows,Romantic TV Dramas,TV Shows Based on Books",English,Series,3.0,R,7.3,54.0,56.0,2004-05-14
Troy,8731,"Drama, History","Action & Adventure,Military Dramas,Military Action & Adventure,Dramas,Movies Based on Books,Blockbuster Action & Adventure",English,Movie,3.0,R,7.3,54.0,56.0,2004-05-14
True Grit,8733,"Drama, Western","Dramas,Westerns,Period Pieces,Dramas based on a book,Dramas based on classic literature,Crime Dramas,Films Based on Books,Crime Films,Critically Acclaimed Films,Critically Acclaimed Dramas,Family Cozy Time,US Movies",English,Movie,4.2,PG-13,7.6,95.0,80.0,2010-12-22
True History of the Kelly Gang,8734,"Biography, Crime, Drama, Western","Dramas,Crime Dramas,Westerns,Films Based on Books","English, Latin",Movie,4.6,R,6.0,79.0,75.0,2020-04-24
True Lies,8735,"Action, Comedy, Thriller","Action Comedies,Blockbuster Action,Award-winning Movies,Action Thrillers,Action,Golden Globe Award-winning Movies,Comedies,Blockbuster Movies,Action & Adventure,Spy Action & Adventure,Classic Movies,Classic Comedies,Classic Action & Adventure,Blockbuster Action & Adventure,Comedy Blockbusters,US Movies","English, French, Arabic, German",Movie,3.4,R,7.2,71.0,63.0,1994-07-15
True Memoirs of an International Assassin,8736,"Action, Comedy, Crime","Action & Adventure,Action Comedies,Comedies,Wacky Comedies",English,Movie,1.6,TV-14,5.9,0.0,37.0,2016-11-11
True Romance,8737,"Crime, Drama, Romance, Thriller","Independent Action & Adventure,Romantic Movies,Independent Movies,Action Thrillers,Romantic Independent Movies,Crime Action & Adventure,Action & Adventure,Crime Movies,Thrillers,Crime Thrillers","English, Italian",Movie,3.9,R,7.9,93.0,59.0,1993-09-10
True Story,8738,"Biography, Crime, Drama, History, Mystery","Crime Thrillers,Dramas,Crime Dramas,Dramas based on real life,Psychological Thrillers,Mysteries,Dramas based on Books,Thrillers,Films Based on Real Life,Films Based on Books,Crime Films","English, Ibo",Movie,2.6,R,6.3,45.0,50.0,2015-04-17
Trumbo,8745,"Biography, Crime, Drama","Dramas based on real life,Dramas,Showbiz Dramas,Dramas based on a book,Political Dramas,Films Based on Real Life,Social Issue Dramas,Independent Films,Films Based on Books",English,Movie,3.5,R,7.5,74.0,60.0,2015-11-27
Trumbo,8746,"Documentary, Biography","Political Documentaries,Social & Cultural Documentaries,Biographical Documentaries,Documentaries",English,Movie,8.3,PG-13,7.5,84.0,71.0,2008-06-27
Trust,8748,"Crime, Drama, Thriller","Independent Dramas,Crime Films,Dramas,Independent Films,Crime Dramas",English,Movie,3.5,R,6.9,79.0,60.0,2011-04-28
