Key,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Release Date
2355,"Action, Thriller","Asian Programmes,Thriller Programmes,Drama Programmes,TV Programmes,TV Mysteries,Japanese TV Shows,TV Shows Based on Manga",English,Series,2.0,R,6.1,28.0,34.0,2012-09-26
2356,"Action, Drama, Thriller","Crime Films,Action Thrillers,Action & Adventure,Crime Action & Adventure,US Movies",English,Movie,2.6,R,6.1,38.0,56.0,1996-06-21
2357,"Fantasy, Horror","Independent Films,Horror Films,Cult Horror Films,Experimental Films,Gory Horror Movies,US Movies",English,Movie,4.2,Not Rated,7.4,90.0,87.0,1978-02-03
2360,"Biography, Drama","Dramas,Biographical Dramas,Tearjerkers,Social Issue Dramas,Dramas based on real life,Films Based on Real Life",English,Movie,3.8,R,7.3,84.0,73.0,2000-03-17
2363,"Animation, Adventure, Comedy, Family, Sci-Fi","Sci-Fi & Fantasy,Family Comedies,Family Sci-Fi & Fantasy,Family Adventures,Children & Family Films,Films for ages 8 to 10,Family Animation,Sci-Fi,Comedies,Sci-Fi Adventure",English,Movie,2.1,PG,5.9,35.0,35.0,2013-02-15
2365,"Action, Sci-Fi, Thriller","Action Thrillers,Action & Adventure,Crime Movies,Crime Action & Adventure,US Movies,Crime Action","English, German, Arabic, Urdu",Movie,2.8,R,6.7,50.0,49.0,2013-10-18
2368,"Action, Adventure, Horror, Mystery, Thriller","Horror Movies,US Movies,Thrillers,Teen Screams,Psychological Thrillers,Psychological Horror Movies",English,Movie,2.7,PG-13,6.4,51.0,48.0,2019-01-04
2372,"Drama, Romance, Sci-Fi","Independent Dramas,Romantic Dramas,Dramas,Independent Films,Award-winning Movies,Academy Award-Winning Films,BAFTA Award-Winning Films,Romantic Comedies,Independent Comedies,Comedies,Romantic Films,Sci-Fi Dramas,Romantic Independent Films,Romantic Favourites,Sci-Fi & Fantasy,Sci-Fi,Quirky Romance",English,Movie,4.4,R,8.3,92.0,89.0,2004-03-19
2373,"Animation, Drama, History","Period Pieces,Dramas,Dramas based on Books,Dramas based on Real Life,Adult Animation,British Movies,20th Century Period Pieces","English, German, French",Movie,7.7,Not Rated,7.8,97.0,72.0,2018-02-20
2380,"Action, Drama, Mystery, Sci-Fi, Thriller","Thrillers,Sci-Fi & Fantasy,Sci-Fi Thrillers,Alien Sci-Fi,Sci-Fi Adventure,Adventures,Action & Adventure","English, Russian, Chinese",Movie,3.5,PG-13,6.4,81.0,68.0,2013-06-27
2381,Comedy,"Comedies,Late Night Comedies,Teen Films,Laugh-Out-Loud Comedies","English, French, German, Italian, Japanese",Movie,2.0,R,6.6,9.0,45.0,2004-02-20
2383,"Comedy, Family, Fantasy","Political Comedies,Faith & Spirituality,Family Features,Faith & Spirituality Films,Spoofs & Satires,Family Comedies,Children & Family Films,Films for ages 8 to 10,Comedies,Films for ages 11 to 12",English,Movie,1.9,PG,5.4,23.0,37.0,2007-06-22
2384,Drama,"Documentaries,British Movies,Documentaries",English,Movie,5.0,PG,7.0,64.0,55.0,2002-12-25
2385,"Drama, History","Dramas,International Dramas,Showbiz Dramas,Spanish Films,International Movies,Political Dramas,Social Issue Dramas","Spanish, Quechua, English",Movie,3.8,Not Rated,7.4,87.0,69.0,2011-01-05
2387,"Horror, Sci-Fi, Thriller","Horror Films,Sci-Fi & Fantasy,Sci-Fi Horror Films,Supernatural Horror Films,US Movies,Gory Horror Films,Futuristic Sci-Fi","English, Latin",Movie,2.2,R,6.7,28.0,35.0,1997-08-15
2390,"Action, Adventure, Biography, Drama, Thriller","Action Thrillers,Action & Adventure,Dramas based on real life,Dramas,Adventures,Films Based on Real Life,British Action & Adventure,British Dramas,British Films","English, Russian",Movie,3.5,PG-13,7.1,72.0,64.0,2015-09-25
2391,"Drama, Fantasy, Romance","Dramas,Teen Movies,Dramas based on Books,Romantic Dramas,Romantic Movies,Teen Romance,Teen Dramas,Romantic Favorites,Films Based on Books",English,Movie,3.0,PG-13,6.4,63.0,52.0,2018-02-23
2398,Comedy,"Comedies,Critically-acclaimed Comedies,Classic Movies,Cult Comedies,Critically-acclaimed Movies,Cult Films,Films Based on Books,Classic Comedies","English, Italian",Movie,3.7,R,6.8,88.0,66.0,1972-08-06
2399,Drama,"TV Dramas,TV Dramas","Swedish, Finnish",Series,3.5,Not Rated,7.8,68.0,61.0,2003-09-26
2400,"Action, Adventure, Fantasy, Horror, Thriller","Horror Films,Supernatural Horror Films,US Movies,Gory Horror Movies","English, Welsh",Movie,3.1,R,6.5,63.0,57.0,2013-04-05
2402,"Comedy, Crime, Romance",Comedies,"English, Thai",Movie,1.7,PG-13,5.9,19.0,22.0,2001-02-09
2403,Drama,"TV Mysteries,TV Thrillers,TV Shows Based on Books,Japanese TV Series","Swedish, Finnish",Series,3.5,Not Rated,7.8,68.0,61.0,2003-09-26
2407,"Action, Adventure, Thriller","Action & Adventure,US Movies,Action Thrillers","English, Arabic",Movie,3.2,R,6.4,65.0,62.0,1996-03-15
2410,"Action, Crime, Thriller","Crime Films,Gangster Films,International Movies,Action Thrillers,Asian Movies,Action & Adventure,Crime Action & Adventure","Cantonese, English",Movie,4.5,R,7.2,80.0,73.0,2006-10-19
2411,"Action, Adventure, Drama, Fantasy","Dramas,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Fantasy,Action & Adventure,Adventures,Epics",English,Movie,2.4,PG-13,6.0,31.0,52.0,2014-12-12
2415,"Comedy, Fantasy, Horror","Horror Movies,Supernatural Horror Movies,Comedies,Irish Movies,Dark Comedies,Horror Comedies,Independent Movies",English,Movie,5.0,R,6.4,98.0,72.0,2020-03-06
2417,"Action, Thriller","Action Thrillers,Action & Adventure",English,Movie,1.2,R,4.1,6.0,25.0,2015-12-18
2422,"Biography, Crime, Drama, Thriller","Crime Dramas,Dramas,Independent Movies,Courtroom Dramas,Movies based on real life,Biographical Movies,Crime Movies",English,Movie,2.9,R,6.6,54.0,52.0,2019-05-03
2426,"Action, Drama, Thriller, War","Military Dramas,Thrillers,Dramas,British Films","English, Somali",Movie,4.0,R,7.3,95.0,73.0,2016-04-01
2429,"Drama, Mystery, Thriller","Dramas,Dramas based on a book,Thrillers,Psychological Thrillers,Steamy Dramas,Movies Based on Books,Classic Dramas,Classic Movies,Classic Thrillers,US Movies",English,Movie,3.6,R,7.4,75.0,68.0,1999-07-16
2434,Documentary,"International Documentaries,International Movies,Documentaries,Documentaries",French,Movie,4.5,PG,7.9,99.0,94.0,2017-06-28
2435,"Drama, Fantasy, Sport","Children & Family Movies,Family Dramas,Sports Movies,Movies for ages 11 to 12,Family Features,Dramas,Sports Dramas,Faith & Spirituality Films,US Movies",English,Movie,2.0,PG,6.6,16.0,38.0,2006-09-29
2439,Documentary,"Social & Cultural Docs,Political Documentaries,Documentaries,Documentaries,US Movies",English,Movie,3.7,R,7.0,82.0,69.0,2018-09-21
2441,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Films,Romantic Favourites",English,Movie,2.1,PG-13,5.6,24.0,47.0,2006-03-10
2442,"Biography, Drama, Thriller","Dramas,Thrillers,Political Dramas,Political Thrillers,Dramas based on a book,Dramas based on real life,Movies Based on Real Life,Movies Based on Books","English, Arabic, French",Movie,3.6,PG-13,6.8,79.0,69.0,2010-12-03
2448,"Drama, Fantasy, Romance, Thriller","Sci-Fi & Fantasy,Teen Films,Romantic Films,Fantasy,Films Based on Books,Romantic Favourites,US Movies",English,Movie,1.8,PG-13,5.4,7.0,47.0,2017-09-08
2450,"Crime, Drama, Thriller","Crime Thrillers,Psychological Thrillers,Crime Movies,Thrillers,Social Issue Dramas,Dramas,Crime Dramas","English, Spanish, Korean",Movie,3.4,R,7.6,73.0,56.0,1993-02-26
2453,"Drama, Music, Musical","Music & Musicals,Showbiz Dramas,Dramas,Musicals","English, Spanish, French, Russian",Movie,3.5,R,6.6,84.0,58.0,1980-05-16
2454,"Comedy, Drama, Musical, Romance",Dramas,English,Movie,1.9,PG,5.1,24.0,39.0,2009-09-25
2458,"Crime, Drama","French TV Shows,TV Comedies",English,Series,2.5,R,5.8,38.0,54.0,1989-12-15
2463,"Adventure, Family, Fantasy","Adventures,International Action & Adventure,Children & Family Films,Sci-Fi & Fantasy,Films for ages 11 to 12,International Sci-Fi & Fantasy,Award-winning Movies,International Movies,British Films,Fantasy,Family Features,Action & Adventure,Family Sci-Fi & Fantasy,Blockbuster Action & Adventure","English, Khmer",Movie,3.5,PG-13,7.3,74.0,66.0,2016-11-18
2464,"Adventure, Family, Fantasy","Family Cozy Time,Children & Family Movies,Fantasy Movies,Movies Based on Books,Sci-Fi & Fantasy,Family Sci-Fi & Fantasy,US Movies,Family Features","English, French",Movie,2.6,PG-13,6.6,36.0,52.0,2018-11-16
2465,"Action, Adventure, Sci-Fi","Action Sci-Fi & Fantasy,Family Sci-Fi & Fantasy,Children & Family Movies,Sci-Fi Adventure,Adventures,Family Features,Action & Adventure,Movies for ages 11 to 12,Sci-Fi & Fantasy,Comic Book and Superhero Movies,Blockbuster Action & Adventure,US Movies","English, Spanish",Movie,1.3,PG-13,4.3,9.0,27.0,2015-08-07
2466,"Drama, Romance","British Movies,Romantic Movies,Dramas based on classic literature,Dramas based on Books,Crime Dramas,Dramas,Romantic Favorites,Romantic Dramas",English,Movie,3.8,PG-13,7.1,84.0,71.0,2015-05-22
2472,"Action, Adventure, Thriller","Action & Adventure,Adventures,Blockbuster Action & Adventure,US Movies","English, Spanish, Russian, Japanese, Cantonese, Dutch",Movie,3.3,PG-13,7.0,70.0,61.0,2013-05-24
2473,"Action, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure,Sports Films,Crime Films,Blockbuster Action & Adventure,Action,Crime Action,Police Action & Adventure,Police Movies,US Movies","English, Spanish",Movie,2.3,PG-13,6.6,28.0,46.0,2009-04-03
2474,"Action, Adventure, Thriller","Crime Films,Action Thrillers,Heist Films,Action & Adventure,Crime Action & Adventure,Films Based on Books,Blockbuster Action & Adventure,Action,Crime Action,US Movies","English, Spanish, Russian, Japanese, Cantonese, Dutch",Movie,3.3,PG-13,7.0,70.0,61.0,2013-05-24
2475,"Drama, Sci-Fi, Thriller","Dramas,Sci-Fi Dramas,Music & Musicals,Independent Movies,Sci-Fi & Fantasy",English,Movie,6.0,PG-13,6.1,81.0,64.0,2019-04-19
2476,"Action, Adventure, Crime, Thriller","Action Thrillers,Police Action & Adventure,Action & Adventure,Crime Action & Adventure,Police Movies,Crime Films,Heist Films,Blockbuster Action & Adventure,Action,Crime Action","English, Portuguese, Spanish, Italian, French",Movie,3.6,PG-13,7.3,77.0,66.0,2011-04-29
2477,"Action, Crime, Drama, Thriller","Crime Films,Action Thrillers,Action & Adventure,Crime Action & Adventure,Action Movies",English,Movie,2.5,R,6.4,42.0,44.0,2010-11-24
2482,"Drama, Thriller","Thrillers,Steamy Thrillers,Psychological Thrillers,Classic Movies,Classic Thrillers,US Movies",English,Movie,3.5,R,6.9,76.0,67.0,1987-09-18
2493,"Comedy, Drama","Comedies,Late Night Comedies","English, Hawaiian",Movie,1.6,R,5.5,17.0,22.0,2017-12-22
2494,Comedy,"Comedies,Raunchy Comedies,Late Night Comedies",English,Movie,1.4,TV-14,5.2,0.0,32.0,2018-07-20
2496,Drama,"Dramas,Tearjerkers",English,Movie,2.2,R,7.1,28.0,31.0,2016-07-08
2501,"Drama, Thriller","Thrillers,Romantic Films,Psychological Thrillers,US Movies",English,Movie,2.7,R,6.3,46.0,51.0,1996-04-12
2502,"Adventure, Comedy, Drama","Dark Comedies,Comedies,Cult Films,Cult Comedies,Films Based on Books,US Movies",English,Movie,2.8,R,7.6,49.0,41.0,1998-05-22
2504,"Crime, Horror, Thriller","Horror Films,Slasher and Serial Killer Films,Crime Movies",English,Movie,0.9,R,3.4,3.0,16.0,2002-08-30
2505,"Action, Biography, Drama, Sport","Children & Family Movies,Sci-Fi & Fantasy,Comedies,Action Comedies,Family Comedies,Family Sci-Fi & Fantasy,Family Adventures,Sci-Fi Adventure,Sci-Fi,US Movies,Animation","Mandarin, Japanese, English",Movie,3.6,PG-13,7.6,73.0,70.0,2006-09-22
2515,Drama,"Dramas,20th Century Period Pieces",English,Movie,4.1,PG-13,7.2,92.0,79.0,2016-12-25
2516,"Animation, Adventure, Comedy, Family, Fantasy","Movies Based on Books,Family Comedies,Animal Tales,Kids Music,Children & Family Movies,Comedies","English, Spanish, German",Movie,3.3,PG,6.7,72.0,58.0,2017-12-15
2517,Comedy,"Cult Comedies,Comedies,Teen Comedies,Classic Comedies,Classic Films,Teen Films,US Movies","English, German",Movie,3.7,PG-13,7.8,81.0,61.0,1986-06-11
2518,"Crime, Drama","Psychological Thrillers,Independent Films,Thrillers,Indonesian Films","English, Spanish, French",Movie,4.6,R,8.9,92.0,94.0,1994-10-14
2520,"Drama, Family, Musical, Romance","Classic Films,Dramas,20th Century Period Pieces,Classic Musicals,Classic Dramas,Musicals,Music & Musicals,Music & Musicals,Award-winning Dramas","English, Hebrew, Russian",Movie,3.8,G,8.0,83.0,67.0,1971-11-03
2521,"Drama, Family, Fantasy, Sport","Sports Dramas,Sports Films,Dramas based on a book,Dramas,Cult Films,Dramas based on contemporary literature,Tearjerkers,Baseball Films,Films Based on Books,US Movies",English,Movie,3.6,PG,7.5,87.0,57.0,1989-05-05
2523,"Drama, Romance, Thriller","Movies Based on Books,Romantic Dramas,Romantic Movies,Dramas,Romantic Favourites,Steamy Romance,US Movies,Steamy Romantic Films",English,Movie,1.4,R,4.5,11.0,31.0,2018-02-09
2524,Comedy,"Romantic Comedies,Comedies,Dark Comedies,Romantic Films,Spoofs & Satires,Late Night Comedies,Laugh-Out-Loud Comedies",English,Movie,1.2,R,3.5,7.0,28.0,2016-01-29
2525,"Drama, Romance, Thriller","Romantic Favourites,Dramas based on a book,Romantic Films,Romantic Dramas,Dramas,Steamy Romance,Films Based on Books,Steamy Romantic Films",English,Movie,1.8,R,4.1,24.0,46.0,2015-02-13
2529,"Biography, Comedy, Drama, Sport","Sports Comedies,Sports Movies,Biographical Movies,Comedies,Dramas",English,Movie,3.9,PG-13,7.1,93.0,68.0,2019-02-22
2533,"Horror, Thriller","Horror Films,International Movies,Supernatural Horror Films","English, French",Movie,2.3,R,6.7,35.0,36.0,2000-03-17
2534,"Horror, Thriller","Horror Films,Supernatural Horror Films,Gory Horror Films",English,Movie,2.5,R,6.2,48.0,38.0,2003-01-31
2535,"Action, Fantasy, Horror, Thriller","Horror Films,Supernatural Horror Films,Gory Horror Movies,US Movies","English, Cantonese",Movie,2.8,R,5.8,62.0,50.0,2011-08-12
2546,"Comedy, Romance","Comedies,Romantic Films,Romantic Comedies,Hong Kong Films,International Comedies,Chinese Films","Mandarin, English, Min Nan",Movie,7.2,PG-13,6.4,86.0,50.0,2013-03-21
2549,"Crime, Thriller","Comedies,US Movies,Crime Dramas,Independent Movies,Dramas,Crime Comedies,Gangster Movies,Heist Movies,Crime Movies",English,Movie,5.7,R,6.2,46.0,53.0,2019-03-15
2555,"Comedy, Sport","Romantic Comedies,Sports Comedies,Comedies,Romantic Films,Sports Films",English,Movie,1.9,PG-13,6.1,24.0,31.0,2009-02-20
2556,Drama,"Independent Dramas,Dramas,Independent Films,Tearjerkers",English,Movie,2.0,R,6.5,22.0,34.0,2008-07-17
2557,"Drama, Fantasy, Romance","Dramas,Romantic Dramas,Faith & Spirituality,Faith & Spirituality Films,Romantic Films",English,Movie,2.2,PG,6.5,38.0,28.0,2008-09-26
2558,"Action, Crime, Thriller","Psychological Thrillers,Thrillers,Crime Thrillers,Cyberpunk,Crime Films,Heist Films",English,Movie,2.0,PG-13,5.8,18.0,45.0,2006-02-10
2560,"Action, Thriller","Action Thrillers,Crime Action & Adventure,Action & Adventure,Crime Films,Heist Films",English,Movie,1.7,R,5.0,15.0,39.0,2017-07-21
2561,"Action, Adventure, Drama, Romance","Dramas,Romantic Favourites,Period Pieces,Romantic Films,Romantic Dramas,US Movies",English,Movie,2.7,PG-13,6.0,43.0,57.0,1995-07-07
2564,"Biography, Drama, History","Movies Based on Real Life,Biographical Movies,Movies based on Books,Dramas,US Movies,Critically Acclaimed Films,Critically Acclaimed Dramas,Historical Movies,Historical Dramas",English,Movie,4.1,PG-13,7.3,87.0,84.0,2018-10-12
2565,"Drama, Sport","Independent Films,Sports Dramas,Dramas,Independent Dramas,Sports Films",English,Movie,7.6,TV-MA,6.4,85.0,68.0,2018-03-30
2566,"Drama, Mystery, Thriller","Social Issue Dramas,Independent Movies,Dramas,US Movies",English,Movie,4.2,R,7.1,93.0,85.0,2018-05-18
2568,"Biography, Drama, History, War","Dramas based on real life,Military Dramas,Dramas,Biographical Dramas,Films Based on Real Life","Khmer, English, French",Movie,3.9,TV-MA,7.2,87.0,72.0,2017-09-15
2569,Drama,"Independent Dramas,Dramas,Independent Films,Award-winning Movies,BAFTA Award-Winning Films,International Movies,British Films,British Dramas",English,Movie,4.1,Not Rated,7.3,91.0,81.0,2009-09-11
2572,Comedy,"Comedies,US Movies",English,Movie,1.9,R,5.6,24.0,37.0,2017-02-17
2578,Action,"Dramas,Asian Action Films,International Dramas,International Movies,Korean Films,Sports Dramas,International Action & Adventure,Martial Arts Films,Action & Adventure,Sports Films",Korean,Movie,7.6,Not Rated,6.8,71.0,47.0,2013-04-12
2581,"Drama, Romance","US Movies,Teen Romance,Dramas,Teen Movies,Movies Based on Books,Romantic Movies,Romantic Dramas,Tearjerkers","English, French",Movie,2.9,PG-13,7.2,52.0,53.0,2019-03-15
2583,"Action, Adventure, Drama, History, War","Dramas based on real life,Military & War Action & Adventure,Dramas based on a book,Action & Adventure,Military & War Dramas,WWII Films,Dramas based on contemporary literature,Dramas,Military & War Movies,Movies Based on Real Life,Movies Based on Books,Military Action & Adventure,Historical Dramas",English,Movie,3.7,R,7.1,73.0,79.0,2006-10-20
2585,"Drama, Music, Romance","Dramas,Romantic Dramas,Showbiz Dramas,Romantic Favourites,Romantic Films",English,Movie,2.3,R,6.2,36.0,39.0,1983-04-15
2586,"Drama, Horror, Mystery, Sci-Fi, Thriller","Sci-Fi Dramas,US Thrillers,Psychological Thrillers,US Movies,Sci-Fi & Fantasy,Sci-Fi Thrillers,Thrillers,Dramas",English,Movie,1.4,PG-13,5.2,4.0,27.0,2017-09-29
2589,"Comedy, Crime, Drama","Independent Dramas,Dramas,Independent Films,Gay & Lesbian Films,Gay & Lesbian Comedies,Comedies,Gay & Lesbian Dramas,Independent Comedies",English,Movie,2.6,R,6.5,40.0,50.0,1999-11-24
2591,"Comedy, Crime, Mystery","Cult Comedies,Comedies,Cult Films,Mysteries",English,Movie,3.6,PG,6.9,77.0,68.0,1985-05-31
2592,"Drama, Thriller","Dramas,Action & Adventure,Social Issue Dramas",English,Movie,3.8,R,7.3,77.0,76.0,2012-11-02
2595,"Comedy, Drama, Romance","Romantic Dramas,Dramas,Romantic Comedies,Dramas based on a book,Comedies,Romantic Films,Films Based on Books",English,Movie,2.9,PG,7.7,54.0,45.0,2010-09-10
2596,"Adventure, Family","Children & Family Films,Family Adventures,Films for ages 8 to 10,Animal Tales,Family Features,Films for ages 5 to 7,US Movies",English,Movie,2.1,PG,5.3,32.0,43.0,1996-05-17
2600,"Biography, Comedy, Drama, Music","Biographical Dramas,International Dramas,British Movies,International Comedies,Dramas based on Real Life,Dramas,Comedies,International Movies,Award-winning Movies,Movies Based on Real Life,Music & Musicals","English, German, Italian, Russian",Movie,3.8,PG-13,6.8,87.0,71.0,2016-08-12
2604,"Action, Drama, Sci-Fi","Asian Action Films,International Movies,Action Thrillers,Korean Films,International Action & Adventure,Action & Adventure,Dramas,International Dramas","Korean, English, Filipino",Movie,2.4,Not Rated,6.6,36.0,40.0,2013-08-15
2605,"Animation, Adventure, Comedy, Family, Fantasy, Romance","Animal Tales,Family Comedies,Family Adventures,Children & Family Films,Films for ages 8 to 10,Films for ages 5 to 7,British Films,Comedies,British Comedies,European Comedies,European Movies",English,Movie,3.5,PG,6.6,73.0,74.0,2006-11-03
2608,"Comedy, Crime, Drama, Romance","Comedies,Steamy Romantic Movies,Crime Movies,Dramas,Romantic Movies,Crime Dramas,Romantic Comedies,Romantic Dramas,Crime Comedies","English, Spanish",Movie,3.0,R,6.6,56.0,56.0,2015-02-27
2613,"Action, Adventure, Comedy, Romance, Thriller","Action Comedies,Comedies,Action & Adventure,Adventures,Romantic Films,Romantic Comedies,Romantic Favorites",English,Movie,1.6,PG-13,5.7,11.0,29.0,2008-02-08
2614,"Comedy, Drama, Music, Romance","Dramas,Teen Movies,Social Issue Dramas",English,Movie,3.1,PG-13,5.9,69.0,58.0,2011-10-14
2615,Comedy,"Independent Films,Independent Comedies,Comedies,Late Night Comedies",English,Movie,2.9,R,6.0,57.0,55.0,2012-11-02
2617,"Drama, Romance, Sport","Romantic Dramas,Sports Movies,Dramas,Sports Dramas,Romantic Movies,Movies Based on Books,Romantic Favorites",English,Movie,2.6,PG-13,6.6,46.0,43.0,1999-09-17
2620,"Documentary, War","Social & Cultural Documentaries,Military Documentaries,Political Documentaries,British Films,Documentaries","Arabic, English",Movie,5.0,TV-PG,8.5,99.0,89.0,2019-07-26
2623,"Documentary, Biography","Critically-acclaimed Documentaries,Documentaries,Biographical Documentaries,Documentaries",English,Movie,6.9,Not Rated,7.6,82.0,74.0,2016-09-09
2633,"Drama, Music, Romance","Romantic Dramas,Romantic Movies,Dramas,Dramas based on Books",English,Movie,2.1,PG,6.7,25.0,36.0,2018-01-19
2635,"Comedy, Drama, Romance","Romantic Favourites,Romantic Comedies,Comedies,Romantic Films,US Movies","English, Hawaiian, German, Japanese",Movie,3.7,R,7.1,83.0,67.0,2008-04-18
2639,"Drama, Romance","Dramas,Romantic Dramas,20th Century Period Pieces,Romantic Favourites,Dramas based on a book,Tearjerkers,Romantic Films,Dramas based on contemporary literature,Classic Films,Classic Comedies,Classic Dramas,Romantic Comedies,Comedies,Films Based on Books,Classic Romantic Films",English,Movie,4.0,PG-13,8.8,71.0,82.0,1994-07-06
2641,"Drama, Horror, Thriller","Slasher and Serial Killer Films,International Horror Movies,Horror Films,Gory Horror Films,International Films,Movies Based on Books,US Movies",English,Movie,5.9,Unrated,5.9,67.0,41.0,2017-01-10
2643,"Comedy, Drama, Romance","Romantic Comedies,Comedies,Romantic Films,US Movies",English,Movie,2.0,PG-13,5.7,25.0,41.0,2008-11-26
2649,"Biography, Drama, History, Sport","Dramas,20th Century Period Pieces,Sports Dramas,Dramas based on real life,Sports Films,Movies Based on Real Life,US Movies","English, French",Movie,4.0,R,7.0,87.0,81.0,2015-01-16
